sr no.,date,item_id,quantity,price_base,sum_total,store_id
930,04/08/2023,b32677852f43,2,69.9,139.8,1
931,04/08/2023,1d102a19bf77,4,20.21,80.85,1
932,04/08/2023,ca084e986974,7.4,149.68,1107.6,1
933,04/08/2023,d1d6dcd6caf3,1,110.9,110.9,1
934,04/08/2023,862f3899ba02,1,85.78,85.78,1
935,04/08/2023,96e355f20315,1,79.9,79.9,1
936,04/08/2023,0b7c15f7c707,1,69.9,69.9,1
937,04/08/2023,03edeeba2ce2,9,61.98,557.86,1
938,04/08/2023,315b9c076ce0,7,74.9,524.3,1
939,04/08/2023,b43ee74f3c8e,3,49.9,149.7,1
940,04/08/2023,42329fdaf1e2,1,1307.03,1307.03,1
941,04/08/2023,5f80a6efd0c5,0.54,477.89,258.06,1
942,04/08/2023,c223c3aafa06,1,134.9,134.9,1
943,04/08/2023,b597163b4d0e,1,369.9,369.9,1
944,04/08/2023,1e6abf2ee5cb,3,119.9,359.7,1
945,04/08/2023,4546f27839a9,3,89.9,269.7,1
946,04/08/2023,24695ee127af,15,44.8,671.93,1
947,04/08/2023,10a5bd97291b,1.29,599.9,773.87,1
948,04/08/2023,62e88cda5f42,1,209.9,209.9,1
949,04/08/2023,cdfc8b5fb303,1,119.9,119.9,1
950,04/08/2023,3b292ebdbc51,0.132,639.02,84.35,1
951,04/08/2023,2b4f2b158096,26,14.88,386.9,1
952,04/08/2023,4f15851c5cf0,1,119.9,119.9,1
953,04/08/2023,68ab8225eec0,3.431,469.9,1612.23,1
954,04/08/2023,594a408253cf,2,1799.9,3599.8,1
955,04/08/2023,42bacc78e763,1,139.9,139.9,1
956,04/08/2023,28f6697c2024,3,37.89,113.68,1
957,04/08/2023,0e218149c963,0.681,239.9,163.37,1
958,04/08/2023,f769928be355,1,74,74,1
959,04/08/2023,3de0b9b7fc76,1,234.9,234.9,1
960,04/08/2023,3d036dd629b5,3,151,453,1
961,04/08/2023,6d2a1db6995e,37,18.69,691.47,1
962,04/08/2023,b2022d99615c,11,16.48,181.31,1
963,04/08/2023,8da8087f2cdb,2,239.9,479.8,1
964,04/08/2023,9c588d73884f,1,93,93,1
965,04/08/2023,55439897605d,1,199.9,199.9,1
966,04/08/2023,f6f3f60ba6bc,1,59.9,59.9,1
967,04/08/2023,66d8c84e3559,5.7,519.9,2963.43,1
968,04/08/2023,1208f8c0e85c,1,114.9,114.9,1
969,04/08/2023,9733b8e63ee7,1,109.9,109.9,1
970,04/08/2023,960bbec819ef,3,100.36,301.08,1
971,04/08/2023,bdddfce9b3b8,2,24,48,1
972,04/08/2023,fc974a842afd,2,29.9,59.8,1
973,04/08/2023,e6bdb63cb7c5,1,119,119,1
974,04/08/2023,1198cdac53a1,1,169.9,169.9,1
975,04/08/2023,592b24ebf2c9,5,99.9,499.5,1
976,04/08/2023,b706c97d58b4,6,209.9,1259.4,1
977,04/08/2023,803cf575a695,1,119.9,119.9,1
978,04/08/2023,9b88bbb090bc,2,43.9,87.8,1
979,04/08/2023,d11df893005f,8,79.9,639.2,1
980,04/08/2023,ef05405eadfa,4,109.74,438.97,1
981,04/08/2023,e6a3ab8acdcf,1.75,649.9,1137.33,1
982,04/08/2023,2716ebe9a4a0,2,159,318,1
983,04/08/2023,b5ab2b2599c3,14.392,359.9,5179.69,1
984,04/08/2023,a50257714be6,1,99.9,99.9,1
985,04/08/2023,91c9c3f4fd2a,2,199.9,399.8,1
986,04/08/2023,e2f0530d0f6e,35,186.83,6539.1,1
987,04/08/2023,581d50bf0c38,75,73.41,5505.91,1
988,04/08/2023,39b46793f326,28,7.9,221.09,1
989,04/08/2023,4adf86b13fd1,12,74.42,893,1
990,04/08/2023,ffea55e3589f,0.43,769.91,331.06,1
991,04/08/2023,ab3e61f84301,1,99.9,99.9,1
992,04/08/2023,d40bb60d50f9,2,145.98,291.95,1
993,04/08/2023,06973be540c3,3,45.9,137.7,1
994,04/08/2023,5c6cc02fa922,2,99.9,199.8,1
995,04/08/2023,e13af761fce8,11,98.99,1088.89,1
996,04/08/2023,127b7ac2fd75,0.53,649,343.97,1
997,04/08/2023,6176e6f93cc7,10,219.76,2197.56,1
998,04/08/2023,eaeef43f1b7b,1,54.9,54.9,1
999,04/08/2023,83378a543692,0.646,662.93,428.25,1
